epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,443.816,0.72502,0.43297,1.10336,0.83109,0.88047,0.9267,0.71302,0.90185,0.5751,1.22896,0.0005744,0.0005744,0.0005744
38,456.53,0.70679,0.43996,1.10598,0.87132,0.81969,0.91973,0.70441,0.89264,0.57838,1.23458,0.0005348,0.0005348,0.0005348
39,469.157,0.71285,0.43549,1.09431,0.89836,0.83158,0.92723,0.71563,0.90774,0.58916,1.24239,0.0004952,0.0004952,0.0004952
40,481.945,0.67953,0.41465,1.07554,0.8884,0.838,0.92202,0.71795,0.88607,0.58761,1.2379,0.0004556,0.0004556,0.0004556
41,495.154,0.64261,0.3777,1.05336,0.79147,0.89894,0.88718,0.68463,0.89469,0.60393,1.24812,0.000416,0.000416,0.000416
42,507.873,0.64496,0.37031,1.05276,0.80213,0.89614,0.91448,0.70228,0.87855,0.58538,1.25511,0.0003764,0.0003764,0.0003764
43,520.484,0.63593,0.36023,1.05173,0.87446,0.84321,0.92753,0.72564,0.88648,0.56075,1.23438,0.0003368,0.0003368,0.0003368
44,532.134,0.63683,0.34934,1.04526,0.84834,0.86842,0.93489,0.71557,0.90674,0.55847,1.25054,0.0002972,0.0002972,0.0002972
45,539.259,0.61957,0.34195,1.03207,0.84823,0.8825,0.93352,0.71575,0.88983,0.553,1.23582,0.0002576,0.0002576,0.0002576
46,544.95,0.60094,0.32076,1.02921,0.88327,0.82632,0.93092,0.71776,0.92117,0.5672,1.25067,0.000218,0.000218,0.000218
47,557.808,0.60985,0.3301,1.02333,0.82625,0.87603,0.92727,0.71075,0.91468,0.5669,1.2595,0.0001784,0.0001784,0.0001784
48,570.253,0.6009,0.33051,1.0219,0.85821,0.85263,0.92496,0.71145,0.90442,0.57332,1.26011,0.0001388,0.0001388,0.0001388
49,583.015,0.60153,0.32348,1.02736,0.85096,0.85263,0.92288,0.71267,0.89911,0.58459,1.25898,9.92e-05,9.92e-05,9.92e-05
50,595.484,0.5835,0.31846,1.01443,0.85196,0.8481,0.92342,0.7118,0.89658,0.58511,1.25613,5.96e-05,5.96e-05,5.96e-05
